task_id,arrival_time,completion_time,execution_time,latency,energy_consumption,vm_id,device_mobility_status,velocity_mps,deadline,resource_history_count,completion_rate_CR,execution_efficiency_EI,x1_delay_score,x2_energy_score,x3_resource_availability_score,x4_link_stability_score,y_tcri,x1,x2,x3,x4,y
3176,1856.47,2252.15,382.28,395.68,1.262,1,medium,7.0,573.42,20,0.85,0.782839,0.309965,0.369,0.81642,0.496585,0.956878,0.309965,0.369,0.81642,0.496585,0.956878
1981,1861.01,2114.4,227.13,253.39,0.615,1,medium,7.0,340.695,20,0.85,0.465121,0.256256,0.6925,0.65756,0.496585,0.928413,0.256256,0.6925,0.65756,0.496585,0.928413
4959,1864.2,2502.02,601.38,637.82,0.807,8,high,15.0,902.07,34,0.970588,1.0,0.292937,0.5965,0.985294,0.22313,0.94928,0.292937,0.5965,0.985294,0.22313,0.94928
669,1865.67,2025.51,135.6,159.84,0.912,4,high,15.0,203.4,30,0.9,0.272223,0.214159,0.544,0.586111,0.22313,0.894881,0.214159,0.544,0.586111,0.22313,0.894881
2139,1874.12,2165.81,286.08,291.69,1.469,10,static,0.0,429.12,27,0.888889,0.604434,0.32026,0.2655,0.746661,1.0,0.960932,0.32026,0.2655,0.746661,1.0,0.960932
3355,1879.2,2730.97,822.26,851.77,1.193,7,low,2.0,1233.39,34,0.941176,1.0,0.309407,0.4035,0.970588,0.818731,0.956648,0.309407,0.4035,0.970588,0.818731,0.956648
1898,1880.25,2439.4,542.01,559.15,0.223,9,low,2.0,813.015,35,0.942857,1.0,0.312251,0.8885,0.971429,0.818731,0.957812,0.312251,0.8885,0.971429,0.818731,0.957812
5717,1883.03,2736.97,839.95,853.94,0.951,9,high,15.0,1259.925,35,0.942857,1.0,0.322229,0.5245,0.971429,0.22313,0.961665,0.322229,0.5245,0.971429,0.22313,0.961665
4659,1891.96,2438.88,528.8,546.92,1.205,4,high,15.0,793.2,30,0.9,1.0,0.310489,0.3975,0.95,0.22313,0.957094,0.310489,0.3975,0.95,0.22313,0.957094
4230,1899.36,2856.9,922.74,957.54,0.325,1,static,0.0,1384.11,22,0.863636,1.0,0.308191,0.8375,0.931818,1.0,0.95614,0.308191,0.8375,0.931818,1.0,0.95614
2800,1901.08,2354.26,423.95,453.18,1.258,4,static,0.0,635.925,30,0.9,0.830983,0.287369,0.371,0.865492,1.0,0.94653,0.287369,0.371,0.865492,1.0,0.94653
856,1906.88,2267.41,338.68,360.53,1.26,7,low,2.0,508.02,36,0.944444,0.722362,0.290323,0.37,0.833403,0.818731,0.948006,0.290323,0.37,0.833403,0.818731,0.948006
3369,1909.27,1972.24,15.71,62.97,1.347,2,medium,7.0,23.565,28,0.928571,0.032508,0.0,0.3265,0.48054,0.496585,0.0,0.0,0.3265,0.48054,0.496585,0.0
2853,1915.93,2441.5,503.0,525.57,1.308,8,low,2.0,754.5,33,0.969697,0.869668,0.303419,0.346,0.919682,0.818731,0.954095,0.303419,0.346,0.919682,0.818731,0.954095
5043,1920.23,2731.21,795.66,810.98,0.537,4,low,2.0,1193.49,30,0.9,1.0,0.320497,0.7315,0.95,0.818731,0.961021,0.320497,0.7315,0.95,0.818731,0.961021
5421,1922.58,2550.87,613.6,628.29,0.952,1,static,0.0,920.4,22,0.863636,1.0,0.317373,0.524,0.931818,1.0,0.959834,0.317373,0.524,0.931818,1.0,0.959834
599,1922.89,2872.56,941.28,949.67,0.976,2,static,0.0,1411.92,28,0.928571,1.0,0.327391,0.512,0.964286,1.0,0.963523,0.327391,0.512,0.964286,1.0,0.963523
5620,1924.93,2154.9,200.87,229.97,0.92,6,static,0.0,301.305,30,0.966667,0.325708,0.236753,0.54,0.646187,1.0,0.914318,0.236753,0.54,0.646187,1.0,0.914318
5271,1926.76,2268.36,336.25,341.6,1.496,10,static,0.0,504.375,26,0.923077,0.685047,0.322726,0.252,0.804062,1.0,0.961847,0.322726,0.252,0.804062,1.0,0.961847
4014,1934.35,2439.57,499.05,505.22,1.367,10,low,2.0,748.575,26,0.923077,1.0,0.325091,0.3165,0.961538,0.818731,0.962706,0.325091,0.3165,0.961538,0.818731,0.962706
3203,1938.63,2023.09,61.75,84.46,0.648,8,low,2.0,92.625,32,0.96875,0.105911,0.088151,0.676,0.53733,0.818731,0.707135,0.088151,0.676,0.53733,0.818731,0.707135
2448,1946.24,2578.29,617.57,632.05,1.425,7,high,15.0,926.355,31,0.967742,1.0,0.317702,0.2875,0.983871,0.22313,0.95996,0.317702,0.2875,0.983871,0.22313,0.95996
5085,1949.58,2157.37,161.36,207.79,1.2,2,medium,7.0,242.04,28,0.928571,0.333891,0.141506,0.4,0.631231,0.496585,0.804562,0.141506,0.4,0.631231,0.496585,0.804562
3577,1951.67,2239.08,273.31,287.41,0.319,7,static,0.0,409.965,31,0.967742,0.570074,0.29894,0.8405,0.768908,1.0,0.952093,0.29894,0.8405,0.768908,1.0,0.952093
4914,1954.58,2686.17,696.82,731.59,0.298,7,static,0.0,1045.23,31,0.967742,1.0,0.300068,0.851,0.983871,1.0,0.952605,0.300068,0.851,0.983871,1.0,0.952605
1515,1957.78,2206.83,201.85,249.05,1.105,1,low,2.0,302.775,22,0.863636,0.383702,0.177442,0.4475,0.623669,0.818731,0.855006,0.177442,0.4475,0.623669,0.818731,0.855006
58,1959.83,2789.66,815.01,829.83,1.402,4,static,0.0,1222.515,28,0.892857,1.0,0.321211,0.299,0.946429,1.0,0.961287,0.321211,0.299,0.946429,1.0,0.961287
2290,1960.98,2790.31,818.07,829.33,0.791,4,low,2.0,1227.105,28,0.892857,1.0,0.324157,0.6045,0.946429,0.818731,0.962369,0.324157,0.6045,0.946429,0.818731,0.962369
4519,1962.94,2862.01,873.74,899.07,1.299,10,medium,7.0,1310.61,25,0.92,1.0,0.314006,0.3505,0.96,0.496585,0.958515,0.314006,0.3505,0.96,0.496585,0.958515
3590,1964.19,2683.35,690.06,719.16,0.834,4,medium,7.0,1035.09,28,0.892857,1.0,0.30522,0.583,0.946429,0.496585,0.954877,0.30522,0.583,0.946429,0.496585,0.954877
5015,1964.87,2518.25,511.17,553.38,1.075,1,high,15.0,766.755,21,0.857143,0.98629,0.278283,0.4625,0.921716,0.22313,0.941741,0.278283,0.4625,0.921716,0.22313,0.941741
3499,1966.54,2354.99,357.84,388.45,0.918,8,static,0.0,536.76,32,0.96875,0.61375,0.276306,0.541,0.79125,1.0,0.940647,0.276306,0.541,0.79125,1.0,0.940647
1848,1974.7,2481.83,482.22,507.13,0.683,10,static,0.0,723.33,25,0.92,0.979401,0.298895,0.6585,0.949701,1.0,0.952073,0.298895,0.6585,0.949701,1.0,0.952073
5051,1975.56,2371.65,346.13,396.09,0.152,5,low,2.0,519.195,32,0.96875,0.65893,0.237107,0.924,0.81384,0.818731,0.914595,0.237107,0.924,0.81384,0.818731,0.914595
2031,1980.98,2431.15,445.11,450.17,0.955,4,medium,7.0,667.665,28,0.892857,0.871534,0.325755,0.5225,0.882195,0.496585,0.962943,0.325755,0.5225,0.882195,0.496585,0.962943
5446,1990.93,2073.66,34.63,82.73,1.115,8,low,2.0,51.945,31,0.967742,0.059742,0.0,0.4425,0.513742,0.818731,0.002661,0.0,0.4425,0.513742,0.818731,0.002661
27,1996.74,2419.31,416.83,422.57,0.643,9,high,15.0,625.245,38,0.947368,0.79857,0.324153,0.6785,0.872969,0.22313,0.962368,0.324153,0.6785,0.872969,0.22313,0.962368
1296,2001.5,2072.0,37.91,70.5,0.406,5,medium,7.0,56.865,33,0.969697,0.071783,0.0,0.797,0.52074,0.496585,0.083342,0.0,0.797,0.52074,0.496585,0.083342
3135,2002.82,2896.37,865.3,893.55,0.576,5,medium,7.0,1297.95,33,0.969697,1.0,0.311568,0.712,0.984848,0.496585,0.957535,0.311568,0.712,0.984848,0.496585,0.957535
4050,2015.28,2901.65,850.54,886.37,0.222,7,low,2.0,1275.81,34,0.941176,1.0,0.305249,0.889,0.970588,0.818731,0.95489,0.305249,0.889,0.970588,0.818731,0.95489
5152,2017.95,2546.11,490.52,528.16,0.889,1,high,15.0,735.78,21,0.904762,0.876228,0.282177,0.5555,0.890495,0.22313,0.943841,0.282177,0.5555,0.890495,0.22313,0.943841
3348,2022.54,2717.57,662.9,695.03,1.352,6,medium,7.0,994.35,30,0.966667,1.0,0.301021,0.324,0.983333,0.496585,0.953033,0.301021,0.324,0.983333,0.496585,0.953033
4371,2022.94,2547.16,475.8,524.22,1.342,2,low,2.0,713.7,30,0.9,1.0,0.26549,0.329,0.95,0.818731,0.934312,0.26549,0.329,0.95,0.818731,0.934312
1906,2024.81,2273.52,231.02,248.71,0.907,3,static,0.0,346.53,27,0.962963,0.489176,0.282284,0.5465,0.72607,1.0,0.943898,0.282284,0.5465,0.72607,1.0,0.943898
2492,2032.23,2773.21,711.59,740.98,0.188,3,high,15.0,1067.385,27,0.962963,1.0,0.305799,0.906,0.981481,0.22313,0.955126,0.305799,0.906,0.981481,0.22313,0.955126
5169,2035.35,2640.25,573.64,604.9,1.495,6,low,2.0,860.46,29,1.0,0.885488,0.297004,0.2525,0.942744,0.818731,0.951202,0.297004,0.2525,0.942744,0.818731,0.951202
2093,2037.66,2856.28,805.1,818.62,1.138,5,static,0.0,1207.65,34,0.970588,1.0,0.322138,0.431,0.985294,1.0,0.961631,0.322138,0.431,0.985294,1.0,0.961631
1894,2040.36,2128.77,58.67,88.41,0.119,2,medium,7.0,88.005,31,0.903226,0.122487,0.0,0.9405,0.512856,0.496585,0.488497,0.0,0.9405,0.512856,0.496585,0.488497
4962,2040.64,2521.8,439.36,481.16,0.792,8,low,2.0,659.04,29,0.965517,0.751836,0.269908,0.604,0.858677,0.818731,0.936972,0.269908,0.604,0.858677,0.818731,0.936972
4723,2042.42,2126.54,63.59,84.12,0.649,5,medium,7.0,95.385,34,0.970588,0.11887,0.1181,0.6755,0.544729,0.496585,0.765128,0.1181,0.6755,0.544729,0.496585,0.765128
3261,2043.16,2828.38,754.16,785.22,1.476,6,static,0.0,1131.24,28,1.0,1.0,0.305877,0.262,1.0,1.0,0.95516,0.305877,0.262,1.0,1.0,0.95516
3656,2044.48,3005.29,926.53,960.81,0.752,7,static,0.0,1389.795,33,0.939394,1.0,0.308668,0.624,0.969697,1.0,0.95634,0.308668,0.624,0.969697,1.0,0.95634
896,2049.84,3029.85,930.62,980.01,0.246,7,static,0.0,1395.93,33,0.939394,1.0,0.297952,0.877,0.969697,1.0,0.95164,0.297952,0.877,0.969697,1.0,0.95164
855,2051.4,2825.19,759.22,773.79,1.464,1,medium,7.0,1138.83,22,0.909091,1.0,0.32054,0.268,0.954545,0.496585,0.961037,0.32054,0.268,0.954545,0.496585,0.961037
1821,2056.87,2710.14,607.19,653.27,0.749,6,high,15.0,910.785,27,1.0,0.968719,0.28274,0.6255,0.98436,0.22313,0.944138,0.28274,0.6255,0.98436,0.22313,0.944138
1411,2058.41,2334.6,252.27,276.19,0.889,10,low,2.0,378.405,23,0.913043,0.532888,0.270121,0.5555,0.722966,0.818731,0.937098,0.270121,0.5555,0.722966,0.818731,0.937098
5653,2058.82,2417.98,343.01,359.16,0.221,2,low,2.0,514.515,30,0.9,0.737842,0.301945,0.8895,0.818921,0.818731,0.953445,0.301945,0.8895,0.818921,0.818731,0.953445
607,2063.34,3009.36,916.26,946.02,1.027,6,low,2.0,1374.39,27,1.0,1.0,0.31168,0.4865,1.0,0.818731,0.95758,0.31168,0.4865,1.0,0.818731,0.95758
3640,2075.41,2571.92,454.06,496.51,0.159,9,medium,7.0,681.09,39,0.948718,0.857102,0.271007,0.9205,0.90291,0.496585,0.937618,0.271007,0.9205,0.90291,0.496585,0.937618
901,2078.86,2352.79,239.76,273.93,0.705,7,low,2.0,359.64,32,0.9375,0.499121,0.238322,0.6475,0.718311,0.818731,0.915538,0.238322,0.6475,0.718311,0.818731,0.915538
4473,2083.15,2958.38,830.64,875.23,1.014,4,low,2.0,1245.96,29,0.931034,1.0,0.297546,0.493,0.965517,0.818731,0.951453,0.297546,0.493,0.965517,0.818731,0.951453
4283,2088.31,2950.66,848.54,862.35,0.389,1,medium,7.0,1272.81,22,0.909091,1.0,0.322483,0.8055,0.954545,0.496585,0.961758,0.322483,0.8055,0.954545,0.496585,0.961758
2651,2088.83,3004.03,902.47,915.2,1.215,10,static,0.0,1353.705,22,0.909091,1.0,0.32393,0.3925,0.954545,1.0,0.962287,0.32393,0.3925,0.954545,1.0,0.962287
3825,2090.59,2323.57,206.93,232.98,0.484,1,medium,7.0,310.395,22,0.909091,0.380734,0.249408,0.758,0.644912,0.496585,0.923726,0.249408,0.758,0.644912,0.496585,0.923726
5167,2090.97,2874.78,739.29,783.81,0.954,7,medium,7.0,1108.935,32,0.9375,1.0,0.293187,0.523,0.96875,0.496585,0.949399,0.293187,0.523,0.96875,0.496585,0.949399
622,2093.49,3023.04,882.82,929.55,0.284,2,medium,7.0,1324.23,29,0.896552,1.0,0.298045,0.858,0.948276,0.496585,0.951683,0.298045,0.858,0.948276,0.496585,0.951683
4485,2101.07,3105.8,978.49,1004.73,1.398,6,low,2.0,1467.735,27,1.0,1.0,0.315455,0.301,1.0,0.818731,0.959088,0.315455,0.301,1.0,0.818731,0.959088
4062,2103.19,2413.11,270.73,309.92,1.133,5,low,2.0,406.095,33,0.939394,0.534428,0.236829,0.4335,0.736911,0.818731,0.914377,0.236829,0.4335,0.736911,0.818731,0.914377
1362,2106.62,2537.62,384.56,431.0,0.261,7,high,15.0,576.84,32,0.9375,0.788618,0.252826,0.8695,0.863059,0.22313,0.926099,0.252826,0.8695,0.863059,0.22313,0.926099
2527,2107.05,2609.89,491.51,502.84,0.803,2,static,0.0,737.265,28,0.892857,1.0,0.317966,0.5985,0.946429,1.0,0.960062,0.317966,0.5985,0.946429,1.0,0.960062
3520,2107.93,2855.82,698.72,747.89,1.213,2,high,15.0,1048.08,28,0.892857,1.0,0.286419,0.3935,0.946429,0.22313,0.946048,0.286419,0.3935,0.946429,0.22313,0.946048
3992,2111.26,2271.66,139.53,160.4,0.324,4,low,2.0,209.295,31,0.935484,0.265113,0.233618,0.838,0.600299,0.818731,0.911829,0.233618,0.838,0.600299,0.818731,0.911829
643,2114.48,2481.54,327.1,367.06,1.284,1,low,2.0,490.65,23,0.956522,0.591305,0.25189,0.358,0.773913,0.818731,0.925456,0.25189,0.358,0.773913,0.818731,0.925456
5684,2117.14,2675.39,550.56,558.25,0.852,9,medium,7.0,825.84,36,0.944444,1.0,0.324022,0.574,0.972222,0.496585,0.96232,0.324022,0.574,0.972222,0.496585,0.96232
5016,2117.46,2161.26,35.38,43.8,1.468,2,static,0.0,53.07,29,0.896552,0.074608,0.174675,0.266,0.48558,1.0,0.851542,0.174675,0.266,0.48558,1.0,0.851542
2659,2119.94,2190.24,25.11,70.3,1.143,5,high,15.0,37.665,32,0.9375,0.050406,0.0,0.4285,0.493953,0.22313,0.000173,0.0,0.4285,0.493953,0.22313,0.000173
1556,2120.45,2642.63,498.32,522.18,0.702,1,medium,7.0,747.48,23,0.956522,0.900822,0.301413,0.649,0.928672,0.496585,0.953208,0.301413,0.649,0.928672,0.496585,0.953208
14,2123.39,2327.76,182.22,204.37,0.295,3,medium,7.0,273.33,27,0.962963,0.380063,0.252296,0.8525,0.671513,0.496585,0.925736,0.252296,0.8525,0.671513,0.496585,0.925736
3746,2124.47,2265.63,115.85,141.16,0.677,3,low,2.0,173.775,27,0.962963,0.241633,0.187685,0.6615,0.602298,0.818731,0.867249,0.187685,0.6615,0.602298,0.818731,0.867249
562,2129.64,3089.41,936.17,959.77,1.119,6,high,15.0,1404.255,28,1.0,1.0,0.316527,0.4405,1.0,0.22313,0.959506,0.316527,0.4405,1.0,0.22313,0.959506
1872,2135.11,2778.9,618.75,643.79,1.13,2,high,15.0,928.125,29,0.862069,1.0,0.306354,0.435,0.931034,0.22313,0.955364,0.306354,0.435,0.931034,0.22313,0.955364
5453,2135.43,2610.04,443.95,474.61,1.191,2,medium,7.0,665.925,29,0.862069,0.944711,0.287292,0.4045,0.90339,0.496585,0.946491,0.287292,0.4045,0.90339,0.496585,0.946491
4543,2139.95,2986.81,822.9,846.86,1.342,8,static,0.0,1234.35,30,0.933333,1.0,0.313922,0.329,0.966667,1.0,0.958482,0.313922,0.329,0.966667,1.0,0.958482
1459,2156.75,2535.48,361.45,378.73,0.749,4,medium,7.0,542.175,30,0.966667,0.665594,0.301462,0.6255,0.81613,0.496585,0.95323,0.301462,0.6255,0.81613,0.496585,0.95323
2663,2157.41,2362.03,179.39,204.62,0.908,6,high,15.0,269.085,27,1.0,0.274849,0.239571,0.546,0.637424,0.22313,0.9165,0.239571,0.546,0.637424,0.22313,0.9165
298,2158.21,2405.13,204.02,246.92,0.772,2,static,0.0,306.03,31,0.870968,0.433763,0.193151,0.614,0.652365,1.0,0.873416,0.193151,0.614,0.652365,1.0,0.873416
1708,2160.38,2997.73,789.11,837.35,1.459,7,static,0.0,1183.665,29,0.931034,1.0,0.292579,0.2705,0.965517,1.0,0.949106,0.292579,0.2705,0.965517,1.0,0.949106
5456,2174.53,2873.82,677.46,699.29,1.117,7,high,15.0,1016.19,29,0.931034,1.0,0.311851,0.4415,0.965517,0.22313,0.95765,0.311851,0.4415,0.965517,0.22313,0.95765
5442,2175.88,3080.43,898.07,904.55,1.121,7,medium,7.0,1347.105,29,0.931034,1.0,0.328523,0.4395,0.965517,0.496585,0.963919,0.328523,0.4395,0.965517,0.496585,0.963919
4132,2178.91,2223.26,22.06,44.35,0.294,7,static,0.0,33.09,29,0.931034,0.04445,0.0,0.853,0.487742,1.0,0.032207,0.0,0.853,0.487742,1.0,0.032207
2408,2178.93,2490.57,302.16,311.64,1.487,8,high,15.0,453.24,29,0.931034,0.531063,0.312417,0.2565,0.731049,0.22313,0.957879,0.312417,0.2565,0.731049,0.22313,0.957879
3605,2187.1,2278.9,80.16,91.8,0.385,4,static,0.0,120.24,28,0.964286,0.152493,0.236527,0.8075,0.55839,1.0,0.91414,0.236527,0.8075,0.55839,1.0,0.91414
4085,2187.14,2320.22,109.24,133.08,0.297,7,medium,7.0,163.86,28,0.928571,0.212995,0.187843,0.8515,0.570783,0.496585,0.867431,0.187843,0.8515,0.570783,0.496585,0.867431
3371,2187.16,2616.66,413.81,429.5,0.495,10,high,15.0,620.715,19,0.894737,0.895869,0.308056,0.7525,0.895303,0.22313,0.956084,0.308056,0.7525,0.895303,0.22313,0.956084
1324,2192.14,2702.67,491.58,510.53,0.413,8,static,0.0,737.37,29,0.931034,0.863979,0.307634,0.7935,0.897507,1.0,0.955906,0.307634,0.7935,0.897507,1.0,0.955906
3884,2204.46,2680.1,432.64,475.64,0.425,1,static,0.0,648.96,24,0.958333,0.789789,0.267073,0.7875,0.874061,1.0,0.935278,0.267073,0.7875,0.874061,1.0,0.935278
4357,2204.88,2568.99,351.12,364.11,0.686,5,high,15.0,526.68,32,0.90625,0.708942,0.308669,0.657,0.807596,0.22313,0.956341,0.308669,0.657,0.807596,0.22313,0.956341
1952,2206.12,2632.44,397.62,426.32,1.316,9,low,2.0,596.43,39,0.948718,0.689747,0.285214,0.342,0.819233,0.818731,0.945429,0.285214,0.342,0.819233,0.818731,0.945429
4568,2206.51,3056.45,815.88,849.94,1.17,5,low,2.0,1223.82,32,0.90625,1.0,0.305502,0.415,0.953125,0.818731,0.954999,0.305502,0.415,0.953125,0.818731,0.954999
1011,2212.09,2745.1,525.12,533.01,0.439,6,static,0.0,787.68,26,1.0,0.830768,0.323317,0.7805,0.915384,1.0,0.962063,0.323317,0.7805,0.915384,1.0,0.962063
880,2219.72,3017.69,792.23,797.97,0.755,6,static,0.0,1188.345,26,1.0,1.0,0.328503,0.6225,1.0,1.0,0.963912,0.328503,0.6225,1.0,1.0,0.963912
3934,2226.76,2540.69,272.72,313.93,0.867,1,high,15.0,409.08,24,0.958333,0.513902,0.232595,0.5665,0.736118,0.22313,0.911004,0.232595,0.5665,0.736118,0.22313,0.911004
469,2235.96,2456.24,202.99,220.28,0.633,2,high,15.0,304.485,29,0.862069,0.439656,0.276549,0.6835,0.650862,0.22313,0.940782,0.276549,0.6835,0.650862,0.22313,0.940782
214,2242.69,2352.0,99.81,109.31,0.21,8,low,2.0,149.715,29,0.931034,0.174881,0.269879,0.895,0.552958,0.818731,0.936955,0.269879,0.895,0.552958,0.818731,0.936955
1112,2244.41,2475.35,218.17,230.94,0.569,5,high,15.0,327.255,32,0.90625,0.447712,0.294312,0.7155,0.676981,0.22313,0.949937,0.294312,0.7155,0.676981,0.22313,0.949937
4443,2246.57,2662.83,408.86,416.26,0.214,8,high,15.0,613.29,29,0.931034,0.716379,0.321267,0.893,0.823707,0.22313,0.961308,0.321267,0.893,0.823707,0.22313,0.961308
3984,2260.79,2794.13,518.89,533.34,0.127,3,static,0.0,778.335,23,0.956522,1.0,0.314768,0.9365,0.978261,1.0,0.958817,0.314768,0.9365,0.978261,1.0,0.958817
4080,2262.72,2992.97,719.88,730.25,0.339,5,static,0.0,1079.82,33,0.909091,1.0,0.32373,0.8305,0.954545,1.0,0.962214,0.32373,0.8305,0.954545,1.0,0.962214
174,2264.96,2460.83,151.63,195.87,0.205,10,high,15.0,227.445,18,0.944444,0.316944,0.138825,0.8975,0.630694,0.22313,0.800312,0.138825,0.8975,0.630694,0.22313,0.800312
3813,2265.22,3034.45,744.19,769.23,1.429,8,low,2.0,1116.285,27,0.925926,1.0,0.310902,0.2855,0.962963,0.818731,0.957263,0.310902,0.2855,0.962963,0.818731,0.957263
4928,2269.79,2511.4,232.5,241.61,0.919,8,medium,7.0,348.75,27,0.925926,0.393786,0.307211,0.5405,0.659856,0.496585,0.955728,0.307211,0.5405,0.659856,0.496585,0.955728
1493,2272.7,3192.75,888.87,920.05,0.595,6,medium,7.0,1333.305,25,1.0,1.0,0.309948,0.7025,1.0,0.496585,0.956871,0.309948,0.7025,1.0,0.496585,0.956871
1555,2280.8,2699.37,379.48,418.57,0.296,4,static,0.0,569.22,26,0.961538,0.823137,0.26466,0.852,0.892338,1.0,0.933801,0.26466,0.852,0.892338,1.0,0.933801
2728,2282.35,2779.77,476.05,497.42,0.959,2,low,2.0,714.075,29,0.862069,0.985128,0.303407,0.5205,0.923599,0.818731,0.95409,0.303407,0.5205,0.923599,0.818731,0.95409
5219,2283.31,2354.42,25.33,71.11,0.761,8,high,15.0,37.995,27,0.925926,0.042902,0.0,0.6195,0.484414,0.22313,0.000164,0.0,0.6195,0.484414,0.22313,0.000164
2822,2286.77,2373.62,44.45,86.85,0.716,2,static,0.0,66.675,29,0.862069,0.091984,0.0,0.642,0.477026,1.0,0.046271,0.0,0.642,0.477026,1.0,0.046271
109,2287.98,2914.89,589.95,626.91,1.191,4,static,0.0,884.925,26,0.961538,1.0,0.291567,0.4045,0.980769,1.0,0.948616,0.291567,0.4045,0.980769,1.0,0.948616
3215,2295.98,2707.92,388.14,411.94,0.518,8,high,15.0,582.21,28,0.928571,0.644809,0.292455,0.741,0.78669,0.22313,0.949047,0.292455,0.741,0.78669,0.22313,0.949047
3597,2298.27,2853.54,539.45,555.27,1.066,10,high,15.0,809.175,20,0.95,1.0,0.313783,0.467,0.975,0.22313,0.958426,0.313783,0.467,0.975,0.22313,0.958426
1033,2300.09,2412.72,94.55,112.63,1.235,10,low,2.0,141.825,20,0.95,0.200674,0.205852,0.3825,0.575337,0.818731,0.886806,0.205852,0.3825,0.575337,0.818731,0.886806
2911,2304.17,3068.0,756.13,763.83,0.188,4,high,15.0,1134.195,26,0.961538,1.0,0.326544,0.906,0.980769,0.22313,0.963224,0.326544,0.906,0.980769,0.22313,0.963224
4565,2310.81,2828.43,498.57,517.62,1.139,5,medium,7.0,747.855,32,0.90625,0.966078,0.30786,0.4305,0.936164,0.496585,0.956002,0.30786,0.4305,0.936164,0.496585,0.956002
1090,2316.72,2566.68,237.42,249.96,0.745,2,high,15.0,356.13,29,0.862069,0.491312,0.298121,0.6275,0.676691,0.22313,0.951718,0.298121,0.6275,0.676691,0.22313,0.951718
1581,2319.47,2383.92,34.45,64.45,0.208,8,high,15.0,51.675,30,0.933333,0.05601,0.0,0.896,0.494672,0.22313,0.077831,0.0,0.896,0.494672,0.22313,0.077831
4598,2322.25,2977.54,614.08,655.29,0.177,4,static,0.0,921.12,25,0.96,1.0,0.288594,0.9115,0.98,1.0,0.947147,0.288594,0.9115,0.98,1.0,0.947147
2567,2323.84,2576.74,234.57,252.9,0.341,4,medium,7.0,351.855,25,0.96,0.498231,0.281238,0.8295,0.729116,0.496585,0.943341,0.281238,0.8295,0.729116,0.496585,0.943341
5503,2328.59,3307.45,952.06,978.86,1.334,10,static,0.0,1428.09,20,0.95,1.0,0.314567,0.333,0.975,1.0,0.958738,0.314567,0.333,0.975,1.0,0.958738
5691,2328.79,3254.41,885.65,925.62,0.386,10,high,15.0,1328.475,20,0.95,1.0,0.303246,0.807,0.975,0.22313,0.954019,0.303246,0.807,0.975,0.22313,0.954019
1047,2329.59,2631.49,282.44,301.9,0.906,3,static,0.0,423.66,27,0.962963,0.627243,0.2874,0.547,0.795103,1.0,0.946546,0.2874,0.547,0.795103,1.0,0.946546
4082,2333.33,3153.35,813.74,820.02,0.94,9,high,15.0,1220.61,41,0.95122,1.0,0.328188,0.53,0.97561,0.22313,0.963802,0.328188,0.53,0.97561,0.22313,0.963802
4780,2335.67,3155.48,779.0,819.81,0.293,7,medium,7.0,1168.5,27,0.888889,1.0,0.298408,0.8535,0.944444,0.496585,0.95185,0.298408,0.8535,0.944444,0.496585,0.95185
1609,2337.12,3061.2,716.98,724.08,0.562,6,static,0.0,1075.47,23,1.0,1.0,0.326732,0.719,1.0,1.0,0.96329,0.326732,0.719,1.0,1.0,0.96329
3950,2338.13,3294.81,926.01,956.68,0.217,4,medium,7.0,1389.015,24,0.958333,1.0,0.311253,0.8915,0.979167,0.496585,0.957407,0.311253,0.8915,0.979167,0.496585,0.957407
3236,2342.03,2781.05,403.26,439.02,0.973,1,low,2.0,604.89,26,0.961538,0.774356,0.274215,0.5135,0.867947,0.818731,0.939469,0.274215,0.5135,0.867947,0.818731,0.939469
3694,2344.26,2771.17,384.19,426.91,0.574,2,static,0.0,576.285,27,0.888889,0.74428,0.259203,0.713,0.816584,1.0,0.930347,0.259203,0.713,0.816584,1.0,0.930347
1636,2346.42,2928.88,561.85,582.46,0.675,8,low,2.0,842.775,30,0.933333,0.913474,0.308878,0.6625,0.923404,0.818731,0.956428,0.308878,0.6625,0.923404,0.818731,0.956428
2982,2349.73,2516.21,149.25,166.48,0.974,1,static,0.0,223.875,25,0.96,0.29058,0.256371,0.513,0.62529,1.0,0.928489,0.256371,0.513,0.62529,1.0,0.928489
5681,2353.83,2662.36,300.74,308.53,1.3,1,low,2.0,451.11,25,0.96,0.585521,0.316065,0.35,0.77276,0.818731,0.959326,0.316065,0.35,0.77276,0.818731,0.959326
1391,2360.5,2542.93,144.16,182.43,1.358,10,medium,7.0,216.24,21,0.952381,0.312888,0.156354,0.321,0.632635,0.496585,0.826861,0.156354,0.321,0.632635,0.496585,0.826861
5078,2366.1,3195.73,821.04,829.63,0.728,9,high,15.0,1231.56,39,0.948718,1.0,0.326358,0.636,0.974359,0.22313,0.963158,0.326358,0.636,0.974359,0.22313,0.963158
4427,2369.24,2739.1,339.35,369.86,0.257,9,medium,7.0,509.025,39,0.948718,0.572151,0.273395,0.8715,0.760435,0.496585,0.939001,0.273395,0.8715,0.760435,0.496585,0.939001
3684,2369.33,3028.35,650.6,659.02,0.692,1,low,2.0,975.9,25,0.96,1.0,0.324705,0.654,0.98,0.818731,0.962567,0.324705,0.654,0.98,0.818731,0.962567
664,2372.27,3128.52,716.82,756.25,0.15,1,medium,7.0,1075.23,25,0.96,1.0,0.296662,0.925,0.98,0.496585,0.951043,0.296662,0.925,0.98,0.496585,0.951043
